Language,id,title,GoodReadAverageRating,description,author,NumberofRatings
English,11765920,The Calling,4.1,"Maya Delaney's paw-print birthmark is the mark of what she truly is - a skin-walker. She can run faster, climb higher, and see better than nearly everyone else. Experiencing intense connections with the animals that roam the woods outside her home, Maya knows it's only a matter of time before she's able to Shift and become one of them. And she believes there may be others in her small town with surprising talents.",Kelley Armstrong,27580
English,9914,The Informers,3.39,"Bret Easton Ellis is an American author. He is considered to be one of the major Generation X authors and was regarded as one of the so-called literary Brat Pack, which also included ",Bret Easton Ellis,14747
English,20587777,Some Luck,3.61,"On their farm in Denby, Iowa, Rosanna and Walter Langdon abide by time-honored values that they pass on to their five wildly different yet equally remarkable children: Frank, the brilliant, stubborn first-born; Joe, whose love of animals makes him the natural heir to his family's land; Lillian, an angelic child who enters a fairy-tale marriage with a man only she will fully know; Henry, the bookworm who's not afraid to be different; and Claire, who earns the highest place in her father's heart. Moving from post-World War I America through the early 1950s, Some Luck gives us an intimate look at this family's triumphs and tragedies, zooming in on the realities of farm life, while casting-as the children grow up and scatter to New York, California, and everywhere in between-a panoramic eye on the monumental changes that marked the first half of the twentieth century. Rich with humor and wisdom, twists and surprises, Some Luck takes us through deeply emotional cycles of births and deaths, passions, and betrayals, displaying Smiley's dazzling virtuosity, compassion, and understanding of human nature and the nature of history, never discounting the role of fate and chance. This potent conjuring of many lives across generations is a stunning tour de force.",Jane Smiley,15398
English,444347,Chasing Vermeer,3.71,"When a book of unexplainable occurrences brings Petra Andalee and Calder Pillay together, strange things start to happen: seemingly unrelated events connect, an eccentric old woman seeks their company, and an invaluable Vermeer painting disappears. Before they know it, the two find themselves at the center of an international art scandal, where no one — neighbors, parents, teachers — is spared from suspicion. As Petra and Calder are drawn clue by clue into a mysterious labyrinth, they must draw on their powers of intuition, their problem-solving skills, and their knowledge of Vermeer. Can they decipher a crime that has left even the FBI baffled?",Blue Balliett,23686
English,7202829,The Devil Colony,4.17,"Deep in the Rocky Mountains, a gruesome discovery — hundreds of mummified bodies — stir international attention and fervent controversy. Despite doubts to the bodies’ origins, the local Native American Heritage Commission lays claim to the prehistoric remains, along with the strange artifacts found in the same cavern: gold plates inscribed with an unfathomable script.",James Rollins,18721
English,20413,A Child's Garden of Verses,4.3,"Robert Louis Balfour Stevenson was a Scottish novelist, poet, and travel writer, and a leading representative of English literature. He was greatly admired by many authors, including Jorge Luis Borges, Ernest Hemingway, Rudyard Kipling and Vladimir Nabokov.",Robert Louis Stevenson,21723
English,53834,The Jesus I Never Knew,4.18,"What happens when a respected Christian journalist decides to put his preconceptions aside and take a long look at the Jesus described in the Gospels? How does the Jesus of the New Testament compare to the new, rediscovered Jesus or even the Jesus we think we know so well?",Philip Yancey,15982
English,22054340,The Queen,3.93,"Being married. Cake. The smell of Autumn. Motherhood. Books. Elephants. Back rubs. On demand movies. Actually going out to movies. Faith. Cinnamon rolls. My family. Butterflies. When my kitchen is clean. Crayons. Pink. Tote bags. Dancing. Organizing via color coordination. That my wedding dress was tea length, not floor. Baking. My house. Writing utensils. Paper. India. The sound of water. Making videos. Buttons. The word Episcopalian. Making people laugh. Layering clothes. British accents. Pinterest. Animation. Fireworks. The smell of the Ocean. My wedding rings. Aprons. Reasons to get dressed up. Sex. Pop music. Stars. Taking walks. Daydreaming. Stickers. School Spirit. My friends. Living in a small town. Japan. Singing. Painting my toenails. Pranks/ practical jokes. Painting. Stretch canvas. Costumes. Dipping my fingers in melted wax. Style. Soda. Spending an hour typing at a coffee shop. Musicals. Back to school season. Mopeds. Good hair days. Naps. Not walking up but looking at a beautiful staircase. Driving alone. My ankles. Playlists. Spending entire days in pajamas. Holidays. Telling stories. Spontaneity. Theme parks. Bookshelves. The word copacetic. Boxes. Empty journals. Surprises. Doing things in groups. Doing things alone. Getting real mail. Decorating. Small forks. A good hug. Gift cards. New Years Goals. Going out to dinner. When someone else remembers some great story about me/us that I’ve forgotten. Toy stores. Fireplaces. Breakfast foods. Journaling. Crying for a good reason. Doorbells. Pointless adventures. Voting. My birthday. Reasons to make wishes. Recycling.",Kiera Cass,25095
English,1316382,The Wednesday Letters,3.61,Thirty,Jason F. Wright,18032
English,80630,Turning Angel,4.11,"After winning the most dangerous case of his career, prosecutor Penn Cage decides to remain in his Southern hometown to raise his young daughter in a safe haven. But nowhere is truly safe -- not from long-buried secrets, or murder....When the nude body of prep school student Kate Townsend is found near the Mississippi River, Penn's best friend, Drew Elliott, is desperate for his counsel. An esteemed family physician, Drew makes a shocking confession that could put him on death row. Penn will do all he can to exonerate Drew, but in a town where the gaze of a landmark cemetery statue -- the Turning Angel -- never looks away, Penn finds himself caught on the jagged edge of blackmail, betrayal, and deadly violence.",Greg Iles,18209
"
                ",7743783,The Unidentified Redhead,4.04,"When Grace Sheridan returns to Los Angeles to become a working actress, it’s a second shot at a life-long dream. With some help from her best-friend agent, will that dream become a reality—or at thirty-three, has Grace missed her chance at the big time? And when an unexpected sizzling romance with Jack Hamilton, the entertainment industry's newest “it” boy, threatens to shine an uncomfortable spotlight on her life, how will that affect her career…and his?",Alice Clayton,27081
English,6371117,Betrayals,4.08,"Poor Dru Anderson. Her parents are long gone, her best friend is a werewolf, and she’s just learned that the blood flowing through her veins isn’t entirely human. (So what else is new?)",Lili St. Crow,24958
English,296942,Moonrise,4.31,"Meanwhile, back in the f",Erin Hunter,22502
English,7011403,Dragon Haven,4.06,"Centuries had passed since dragons last roamed the war-torn world of the Rain Wild River. But as peace once again settled upon the land, a lost generation of sea serpents--ancient, half-starved, and weary—returned to cocoon, certain that they would be reborn as the beautiful and powerful dragons of legend. But their arduous journey exacted a heavy toll, and the proud serpents emerged as sickly, half-formed beasts, unable to fly or hunt . . . or thrive.",Robin Hobb,19658
English,13134,You've Been Warned,3.52,"Kristin Burns has lived her life by the philosophy ""Don't think, just shoot""--pictures, that is. Struggling to make ends meet, she works full-time as the nanny for the fabulously wealthy Turnbull family, looking after their two wonderful children and waiting for her glamorous life as a New York photographer to begin. When her photographs are considered by an elite Manhattan art gallery, it seems she might finally get the chance that will start her career.",James Patterson,17879
English,3359940,"If You're Reading This, It's Too Late",4.23, Dangerous secrets lie between the pages of this book.,Pseudonymous Bosch,20121
English,6609764,One Crazy Summer,3.95,"In the summer of 1968, after travelling from Brooklyn to Oakland, California, to spend a month with the mother they barely know, eleven-year-old Delphine and her two younger sisters arrive to a cold welcome as they discover that their mother, a dedicated poet and printer, is resentful of the intrusion of their visit and wants them to attend a nearby Black Panther summer camp.",Rita Williams-Garcia,20453
English,18210706,Broken Homes,4.16,"Before PC Peter Grant can get his head round the case, a town planner going under a tube train and a stolen grimoire are adding to his case-load.",Ben Aaronovitch,20851
English,169959,The King's Buccaneer,3.99,"Long recovered from the ravages of the Riftwar, the land and people of the kingdom of the Isles thrive. Nicholas, the youngest son of Prince Arutha, is intelligent and gifted but vastly inexperienced. In hopes of hardening him, his father sends him and his irreverent squire, Harry, to live at Rustic Castle Crydee to learn of life beyond the halls of privilege. But within weeks of Nicholas and Harry's arrival, Crydee is viciously attacked by unknown assailants, resulting in murder, massive destruction, and the abduction of two young noblewomen. The raiders have come from a pirate haven and are no ordinary foe ... but an enemy connected to dark magical forces that threaten the lands Nicholas will someday rule -- if he survives.",Raymond E. Feist,18274
English,16248114,El cuaderno de Maya,3.81,"Isabel Allende’s latest novel, set in the present day (a new departure for the author), tells the story of a 19-year-old American girl who finds refuge on a remote island off the coast of Chile after falling into a life of drugs, crime, and prostitution. There, in the company of a torture survivor, a lame dog, and other unforgettable characters, Maya Vidal writes her story, which includes pursuit by a gang of assassins, the police, the FBI, and Interpol. In the process, she unveils a terrible family secret, comes to understand the meaning of love and loyalty, and initiates the greatest adventure of her life: the journey into her own soul.",Isabel Allende,17739
English,18035,"Right Ho, Jeeves",4.31,"Sir Pelham Grenville Wodehouse, KBE, was a comic writer who enjoyed enormous popular success during a career of more than seventy years and continues to be widely read over 40 years after his death. Despite the political and social upheavals that occurred during his life, much of which was spent in France and the United States, Wodehouse's main canvas remained that of prewar English upper-class so",P.G. Wodehouse,18804
English,23019294,A Head Full of Ghosts,3.82,"To her parents' despair, the doctors are unable to stop Marjorie's descent into madness. As their stable home devolves into a house of horrors, they reluctantly turn to a local Catholic priest for help. Father Wander",Paul Tremblay,18253
Indonesian,994156,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",3.83,"Dhimas dan Ruben adalah dua orang mahasiswa yang tengah menuntut ilmu di negeri Paman Sam. Dhimas kuliah di Goerge Washinton University, dan Ruben di John Hopkins Medical School. Mereka bertemu dalam suatu pesta yang meriah, yang diadakan oleh perkumpulan mahasiswa yang bersekolah di Amrik. Pertama kali bertemu mereke terlibat dalam percakapan yang saling menyudutkan satu samalain, hal tersebut dikarenakan oleh latar belakang mereka, Dhimas berasal dari kalangan The have, sedangkan Ruben, mahasiswa beasiswa. Tetapi setelah Ruben mencoba serotonin, mereka menjadi akrab membincangkan permasalahan iptek, saint, sampai acara buka-bukaan bahwa Ruben adalah seorang gay. Ternyata tak disangka-sangka bahwa Dhimas juga adalah seorang gay. Maka jadilah mereka sepasang kekasih, meskipun mereka tidak pernah serumah dalam satu apartemen. Bila ditanya mereka menjawab supaya bisa tetap kangen, tetap butuh usaha bila ingin bertemu satu sama lainnya. Dalam pertemuan di pesta tersebut mereka telah berikrar akan membuat satu karya. Satu masterpiece. Satu tulisan atau riset yang membantu menjembatani semua percabangan sains. Roman yang berdimensi luas dan mampu menggerakkan hati banyak orang.",Dee Lestari,11494
English,1430213,The Bone Garden,4.02,"Present day: Julia Hamill has made a horrifying discovery on the grounds of her new home in rural Massachusetts: a skull buried in the rocky soil–human, female, and, according to the trained eye of Boston medical examiner Maura Isles, scarred with the unmistakable marks of murder. But whoever this nameless woman was, and whatever befell her, is knowledge lost to another time...",Tess Gerritsen,20205
English,938544,Toll the Hounds,4.33,", a Canadian novelist, who was educated and trained as both an archaeologist and anthropologist. His best-known work is the series, the ",Steven Erikson,18671
English,3384,Girlfriend in a Coma,3.61,"It's 15 December, 1979, and Richard's girlfriend Karen has entered a deep coma. She only took a couple of valium washed down with a cocktail, but now she's locked away in suspended animation, oblivious to the passage of time. What if she were to wake up decades later - a 17-year-old girl in a distant future, a future where the world has gone dark?",Douglas Coupland,16385
English,215540,The Quillan Games,4.19,"Quillan is a territory on the verge of destruction. The people have lost control of their own future and must struggle simply to survive. The only chance they have of finding a better life is by playing the Quillan Games. Hosted by a strange pair of game masters, Veego and LaBerge, the games are a mix of sport and combat. They use the people of Quillan as pawns for their amusement as they force them to enter competitions that range from physical battles, to impossible obstacle courses, to computer-driven tests of agility. To triumph in the games is to live the life of a king. To lose is to die.",D.J. MacHale,18962
English,16200,Ella Minnow Pea: A Novel in Letters,3.84,"Ella Minnow Pea is a girl living happily on the fictional island of Nollop off the coast of South Carolina. Nollop was named after Nevin Nollop, author of the immortal pangram,* ""The quick brown fox jumps over the lazy dog."" Now Ella finds herself acting to save her friends, family, and fellow citizens from the encroaching totalitarianism of the island's Council, which has banned the use of certain letters of the alphabet as they fall from a memorial statue of Nevin Nollop. As the letters progressively drop from the statue they also disappear from the novel. The result is both a hilarious and moving story of one girl's fight for freedom of expression, as well as a linguistic tour de force sure to delight word lovers everywhere.",Mark Dunn,21856
English,21340,Dean Koontz's Frankenstein: City of Night ,3.97,"They are stronger, heal better, and think faster than any humans ever created–and they must be destroyed. B",Dean Koontz,18668
English,22889767,Better Than Before: Mastering the Habits of Our Everyday Lives,3.82, Gretchen Rubin's answer: through ,Gretchen Rubin,19138
English,6820,number9dream,3.92,", with a work that is in its way even more ambitious. In outward form, ",David Mitchell,16581
English,92227,"The Green Mile, Part 1: The Two Dead Girls",4.49,"Stephen Edwin King was born the second son of Donald and Nellie Ruth Pillsbury King. After his father left them when Stephen was two, he and his older brother, David, were raised by his mother. Parts of his childhood were spent in Fort Wayne, Indiana, where his father's family was at the time, and in Stratford, Connecticut. When Stephen was eleven, his mother brought her children back to Durham, M",Stephen King,23280
English,6609549,"By The Time You Read This, I'll Be Dead",3.89,Her books for young adults include ,Julie Anne Peters,19643
English,7277715,Deliver Us From Evil,3.98,"On Waller’s trail is Shaw, the mysterious operative from The Whole Truth, who must prevent Waller from closing his latest deal.",David Baldacci,19211
"
                  ",15801668,"
                  1451617526
                      ",3.66,"The incredible story of the young women of Oak Ridge, Tennessee, who unwittingly played a crucial role in one of the most significant moments in U.S. history.",Denise Kiernan,17839
English,32437,The Face,3.69,"Acknowledged as ""America's most popular suspense novelist""(""Rolling Stone"" ) and as one of today's most celebrated and successful writers, Dean Koontz has earned the devotion of millions of readers around the world and the praise of critics everywhere for tales of character, mystery, and adventure that strike to the core of what it means to be human. Now he delivers the page-turner of the season, an unforgettable journey to the heart of darkness and to the pinnacle of grace, at once chilling and wickedly funny, a brilliantly observed chronicle of good and evil in our time, of illusion and everlasting truth. ",Dean Koontz,18347
English,18079527,The Impossible Knife of Memory,3.93,"For the past five years, Hayley Kincain and her father, Andy, have been on the road, never staying long in one place as he struggles to escape the demons that have tortured him since his return from Iraq. Now they are back in the town where he grew up so Hayley can attend school. Perhaps, for the first time, Hayley can have a normal life, put aside her own painful memories, even have a relationship with Finn, the hot guy who obviously likes her but is hiding secrets of his own.",Laurie Halse Anderson,22422
English,2714607,The Ascent of Money: A Financial History of the World,3.88,"Niall Ferguson follows the money to tell the human story behind the evolution of finance, from its origins in ancient Mesopotamia to the latest upheavals on what he calls Planet Finance. Bread, cash, dosh, dough, loot, lucre, moolah, readies, the wherewithal: Call it what you like, it matters. To Christians, love of it is the root of all evil. To generals, it's the sinews of war. To revolutionaries, it's the chains of labor. But in The Ascent of Money, Niall Ferguson shows that finance is in fact the foundation of human progress. What's more, he reveals financial history as the essential backstory behind all history. With the clarity and verve for which he is known, Ferguson elucidates key financial institutions and concepts by showing where they came from. What is money? What do banks do? What's the difference between a stock and a bond? Why buy insurance or real estate? And what exactly does a hedge fund do? This is history for the present. Ferguson travels to post-Katrina New Orleans to ask why the free market can't provide adequate protection against catastrophe. He delves into the origins of the subprime mortgage crisis.",Niall Ferguson,17104
English,221059,JPod,3.7,"Already dubbed Microserfs 2.0 by some pundits--a winking allusion to Douglas Coupland's previous novel Microserfs, which similarly chronicled pop-culture-damaged twentysomething misfits flailing, foundering, and occasionally succeeding in the high-tech sector--JPod is, like all of Coupland's novels, a byproduct of its era and yet strangely detached from it. Only this time with a bold and very crafty narrative device: Douglas Coupland, novelist, is a character in Douglas Coupland's novel. Which, when you think about it, makes sense since the type of people Coupland depicts are precisely the type of people who consume Coupland novels. As the once-great comedian Dennis Miller might holler, ""Stop him before he sub-references again!"" Readers familiar with Coupland's oeuvre know what to expect with the characterizations here. They also know that Coupland on a roll is both savagely observant and laugh-out-loud funny: ""Bree was showing someone photos of her recent holiday visiting Korean animation sweathshops. She was bummed because she couldn't get into North Korea: too much legal juju. [She said] 'I just wanted to know what it's like to be in a society with no technology except for three dial telephones and a TV camera they won from Fidel Castro in a game of rock paper scissors.'"" Much of the book is like that, built on granular and meandering exchanges between characters about . . . stuff. While JPod's flow is hobbled by some preposterous twists and character traits and by random words, phrases, and numbers splattered gratuitously across successive pages in oversized typeface, it's hard to imagine Coupland fans walking away disappointed. --Kim HughesJPod, Douglas Coupland's most acclaimed novel to date, is a lethal joyride into today's new breed of tech worker. Ethan Jarlewski and five co-workers whose surnames begin with ""J"" are bureaucratically marooned in jPod, a no-escape architectural limbo on the fringes of a massive Vancouver game design company. The jPodders wag",Douglas Coupland,15364
Italian,19164,Purgatorio,4.01, is the second volume in this set and opens with Dante the poet picturing Dante the pilgrim coming out of the pit of hell. Similar to the ,Dante Alighieri,17657
English,16235,Sister of My Heart,3.97,"The cousins' bond is shattered, however, when Su",Chitra Banerjee Divakaruni,15428
English,13586743,One Last Thing Before I Go,3.75,Drew Silver has begun to accept that life isn’t going to turn out as he expected. His fleeting fame as the drummer for a one-hit wonder rock band is nearly a decade behind him. His ex-wife is about to marry a terrific guy. And his Princeton-bound teenage daughter Casey has just confided in him that she’s pregnant—because Silver is the one she cares least about letting down.,Jonathan Tropper,16053
English,102525,H is for Homicide,3.89,"When PI Kinsey Millhone's good friend and colleague Parnell Perkins is found murdered in the parking lot behind California Fidelity Insurance, she can't believe he had any enemies. The only clue that raises a red flag for Kinsey is one of Parnell's files on a Bibianna Diaz, who appears to have made a lucrative career out of scamming insurance companies wit",Sue Grafton,24156
English,20563,Adam Bede,3.77," was George Eliot's first full-length novel and a bestseller from the moment of publication. Eliot herself called it ""a country story - full of the breath of cows and scent of hay."" In the early days of the Napoleonic Wars, Adam Bede is hardworking carpenter with enormou",George Eliot,19547
English,11553,Boy's Life,4.32,"Robert McCammon delivers ""a tour de force of storytelling"" (BookPage) in his award-winning masterpiece, a novel of Southern boyhood, growing up in the 1960s, that reaches far beyond that evocative landscape to touch readers universally. ",Robert McCammon,18412
English,3181564,博士の愛した数式 ,3.94,"She is an astute young Housekeeper, with a ten-year-old son, who is hired to care for him. ",Yōko Ogawa,19982
English,20697471,Food: A Love Story,3.69,Bacon. McDonalds. Cinnabon. Hot Pockets. Kale. Stand-up comedian and author Jim Gaffigan has made his career rhapsodizing over the most treasure,Jim Gaffigan,18263
English,13060,Nature Girl,3.61,"Carl Hiaasen was born and raised in Florida. After graduating from the University of Florida, he began writing for the Miami Herald. As a journalist and author, Carl has spend most of his life advocating the protection of the Florida Everglades. He and his family still live in southern Florida.",Carl Hiaasen,18482
English,31331,Blood Canticle,3.71,"Lestat is back with a vengeance and in thrall to Rowan Mayfair. Both demon and angel, he is drawn to kill but tempted by goodness as he moves among the pantheon of Anne Rice's unforgettable characters. Julien Mayfair, his tormentor; Rowan, witch and neurosurgeon, who attracts spirits to herself, casts spells on others and finds herself dangerously drawn to Lestat; Patsy, country and western singer, who was killed by Quinn Blackwood and dumped in a swamp; Ash Templeton, a 5,000 year old Taltos whose genes live on in the Mayfairs. Now, Lestat fights to save Patsy's ghost from the dark realms of the Earthbound, to uncover the mystery of the Taltos and to decide the fate of Rowan Mayfair. Both of Anne Rice's irresistible realms - the worlds of Blackwood Farm and the Mayfair Witches - collide as Lestat struggles between his lust for blood and the quest for life, between gratification and redemption.",Anne Rice,19656
English,550720,The Night Watch,3.67," tells the story of four Londoners—three women and a young man with a past—whose lives, and those of their friends and lovers, connect in tragedy, stunning surprise and",Sarah Waters,18775
English,202292,The First Wives Club,3.87,"When their best friend commits suicide over her divorce, Elise, Brenda and Annie decide enough is enough. Each was crucial to her husband's career. But now that the men are successful, they've traded in their wives for newer, blonder models.",Olivia Goldsmith,17837
"
                  ",265205,"
                  0310919797
                      ",4.67,"- Application Notes provide penetrating insight into what the Bible says to you about how you live. - Book Introductions use timelines, overviews, and outlines to prepare you to hear and respond to the book's truths. - Character Sketches spotlight key Bible figures and the lessons you can learn from their lives.- In-Text Charts and Maps help you locate key places and grasp difficult concepts at a glance. - Dictionary-Concordance developed specifically for the NIV Life Application Study Bible.- Red Letter Edition with the words of Christ printed in red.",Anonymous,14912
English,21853645,Mightier Than the Sword,4.09,"When Harry arrives in New York, his publisher Harold Guinzberg tells him he has been elected as the next president of English PEN, which will give him the opportunity to launch a campaign for the release of a fellow author, Anatoly Babakov, who is languishing in a Russian Gulag in Siberia. His crime, writing a book Uncle Joe, which gives an insight into what it was like to work for Josef Stalin. So determined is he to see Babakov released, Harry puts his own life in danger.",Jeffrey Archer,16862
English,25733990,Sleeping Giants,3.84,"Seventeen years later, the mystery of the biza",Sylvain Neuvel,25443
English,39028,"The Wheel of Darkness (Pendergast, #8)",3.92,"FBI Special Agent Pendergast is taking a break from work to take Constance on a whirlwind Grand Tour, hoping to give her closure and a sense of the world that she's missed. They head to Tibet, where Pendergast intensively trained in martial arts and spiritual studies. At a remote monastery, they learn that a rare and dangerous artifact the monks have been guarding for generations has been mysteriously stolen. As a favor, Pendergast agrees to track and recover the relic.",Douglas Preston,20529
English,15795628,Blackmoore,4.17,Kate journeys to the stat,Julianne Donaldson,18765
English,7203690,Chasing Perfect,3.89,"With more than 25 million books sold worldwide, #1 New York Times bestselling author Susan Mallery is known for creating characters who feel as real as the folks next door, and for putting them into emotional, often funny situations readers recognize from their own lives. Susan’s books have made Booklist’s Top 10 Romances list in four out of five consecutive years. RT Book Reviews says, “When it comes to heartfelt contemporary romance, Mallery is in a class by herself.” With her popular, ongoing Fool’s Gold series, Susan has reached new heights on the bestsellers lists and has won the hearts of countless new fans.",Susan Mallery,19613
English,97632,The Debutante Divorcée,3.46, was an immediate ,Plum Sykes,15599
English,250729,The Vanishing Act of Esme Lennox,3.82,In the middle of tending to the everyday business at her vintage clothing shop and sideste,Maggie O'Farrell,20268
English,171020,A Mango-Shaped Space,4.22,"Wendy Mass is the author of six novels for young people, including A Mango-Shaped Space (which was awarded the Schneider Family Book Award by the American Library Association), Leap Day, the Twice Upon a Time fairy tale series, and Jeremy Fink and the Meaning of Life, which earned a starred review in Publishers Weekly magazine. Her most recent book is Heaven Looks a Lot Like the Mall. Wendy wrote",Wendy Mass,22162
English,304,Daniel Deronda,3.82," contrasts the moral laxity of the British aristocracy with the dedicated fervor of Jewish nationalists. Crushed by a loveless marriage to the cruel and arrogant Grandcourt, Gwendolen Harleth seeks salvation in the deeply spiritual and altruistic Daniel Deronda. But Deronda, profoundly affected by the di",George Eliot,19277
English,50618,The Book of Illusions,3.89,"Six months after losing his wife and two young sons, Vermont Professor David Zimmer spends his waking hours mired in a blur of alcoholic grief and self-pity. One night, he stumbles upon a clip from a lost film by silent comedian Hector Mann. His interest is piqued, and he soon finds himself embarking on a journey around the world to research a book on this mysterious figure, who vanished from sight in 1929.",Paul Auster,16499
English,531262,A Handful of Dust,3.92,"Laced with cynicism and truth, ""A Handful of Dust"" satirizes a certain stratum of English life where all the characters have money, but lack practically every other credential. Murderously urbane, it depicts the breakup of a marriage in the London gentry, where the errant wife suffers from terminal boredom, and becomes enamoured of a social parasite and professional luncheon-goer.",Evelyn Waugh,19221
English,95608,Leota's Garden,4.07,"Now, eighty-four-year-old Leota Reinhardt is alone, her beloved garden in ruins. All her efforts",Francine Rivers,16077
"
                  ",15762657,Seducing Cinderella,3.94,"Mixed martial arts fighter Reid Andrews’s chance to reclaim his title as light heavyweight champ is shattered when he’s injured only months before the rematch. To make sure he’s healed in time, his trainer sends him to recuperate under a professional’s care—Reid’s best friend’s little sister, all grown up.",Gina L. Maxwell,31526
English,31244,Our Mutual Friend,4.07," revolves around the inheritance of a dust-heap where the rich throw their trash. When the body of John Harmon, the dust-heap’s expected heir, is found in the Thames, fortunes change hands surprisingly, raising to new heights “Noddy” Boffin, a low-born but kindly clerk who becomes “the Golden Dustm",Charles Dickens,20795
English,11563,Danse Macabre,3.62,"The author whose boundless imagination & storytelling powers have redefined the horror genre, from 1974's Carrie to his newest epic, reflects on the very nature of terror--what scares us & why--in films (both cheesy & choice), tv & radio, &, of course, the horror novel, past & present. Informal, engaging, tremendous fun & tremendously informative, Danse Macabre is an essential tour with the master of horror as your guide; much like his spellbinding works of fiction, you won't be able to put it down.",Stephen King,20923
English,112756,To Tame a Highland Warrior,4.14,"He was born to a clan of warriors of supernatural strength, but Gavrael McIllioch abandoned his name and his Highland castle, determined to escape the dark fate of his ancestors. Hiding his identity from the relentless rival clan that hunted him, he called himself Grimm to protect the people he cared for, vowing never to acknowledge his love for ravishing Jillian St. Clair. Yet even from afar he watched over her, and when her father sent an urgent summons, ""Come for Jillian,"" he raced to her side—into a competition to win her hand in marriage.",Karen Marie Moning,27494
English,104734,The Vagina Monologues,3.86, is an internationally bestselling author and an award-winning playwright whose works include ,Eve Ensler,21531
English,8038219,The Darkest Surrender,4.42,"Known among her people as The Disappointment, Kaia must bring home the gold in the Harpy Games or die. Strider is a distraction she can't afford bec",Gena Showalter,25964
English,28184,Blue Shoes and Happiness ,4.05,In this latest installment in t,Alexander McCall Smith,21960
English,23533039,Ancillary Mercy,4.2,"For a moment, things seemed to be under control for Breq, the soldier who used to be a warship. Then a search of Athoek Station's slums turns up someone who shouldn't exist, and a messenger from the mysterious Presger empire arrives, as does Breq's enemy, the divided and quite possibly insane Anaander Mianaai - ruler of an empire at war with itself.",Ann Leckie,18236
"
                  ",299384,"
                  073642198X
                      ",4.32,Michael Teitelbaum is the author of several books for children. He lives in an 18th century home with his family in New York.,Michael Teitelbaum,16927
English,18304322,Dumplin',3.87,"Self-proclaimed fat girl Willowdean Dickson (dubbed “Dumplin’” by her former beauty queen mom) has always been at home in her own skin. Her thoughts on having the ultimate bikini body? Put a bikini on your body. With her all-American beauty best friend, Ellen, by her side, things have always worked…until Will takes a job at Harpy’s, the local fast-food joint. There she meets Private School Bo, a hot former jock. Will isn’t surprised to find herself attracted to Bo. But she is surprised when he seems to like her back.",Julie   Murphy,24614
English,11057626,Red Mist,3.75,"Determined to find out what happened to her former deputy chief, Jack Fielding, murdered six months earlier, Kay Scarpetta travels to the Georgia Prison for Women, where an inmate has information not only on Fielding, but also on a string of grisly killings. The murder of an Atlanta family years ago, a young woman on death row, and the inexplicable deaths of homeless people as far away as California seem unrelated. But Scarpetta discovers connections that compel her to conclude that what she thought ended with Fielding's death and an attempt on her own life is only the beginning of something far more destructive: a terrifying terrain of conspiracy and potential terrorism on an international scale. And she is the only one who can stop it.",Patricia Cornwell,19403
English,11277218,I Am Half-Sick of Shadows ,4.09,"It's Christmastime, and the precocious Flavia de Luce - an eleven-year-old sleuth with a passion for chemistry and a penchant for crime-solving - is tucked away in her laboratory, whipping up a concoction to ensnare Saint Nick. But she is soon distracted when a film crew arrives at Buckshaw, the de Luces' decaying English estate, to shoot a movie starring the famed Phyllis Wyvern. Amid a raging blizzard, the entire village of Bishop's Lacey gathers at Buckshaw to watch Wyvern perform, yet nobody is prepared for the evening's shocking conclusion: a body found, past midnight, strangled to death with a length of film. But who among the assembled guests would stage such a chilling scene? As the storm worsens and the list of suspects grows, Flavia must use every ounce of sly wit at her disposal to ferret out a killer hidden in plain sight.",Alan Bradley,24595
English,6294553,Deep Kiss Of Winter ,4.23,BESTSELLING AUTHOR KRESLEY COLE delivers a breathtaking tale of a brutal vampire soldier about to know love for the first time... and a Valkyrie aching for his touch.,Kresley Cole,25803
"
                  ",12881141,Wild Man,4.2,"While filling the display case in her bakery, the bell over the door sounds and Tessa O'Hara looks up to see the man of her dreams. Within thirty seconds he asks her out for a beer. But after four months of dating, she discovers he's an undercover DEA agent-and he's investigating her possible role in her ex-husband's drug business. For Tess, this means their relationship is over. ",Kristen Ashley,35286
English,23129410,Welcome to Night Vale,3.87, podcast comes an imaginative mystery of appearances and disappearances that is also a poignant look at the ways in which we all struggle to find ourselves...no matter where we live.,Joseph Fink,20735
English,207034,The Prophet of Yonwood,3.25,"It’s 50 years before the settlement of the city of Ember, and the world is in crisis. War looms on the horizon as 11-year-old Nickie and her aunt travel to the small town of Yonwood, North Carolina. There, one of the town’s respected citizens has had a terrible vision of fire and destruction. Her garbled words are taken as prophetic instruction on how to avoid the coming disaster. If only they can be interpreted correctly. . . .",Jeanne DuPrau,24023
English,15944406,Doll Bones,3.7,"Zach, Poppy and Alice have been friends for ever. They love playing with their action figure toys, imagining a magical world of adventure and heroism. But disaster strikes when, without warning, Zach’s father throws out all his toys, declaring he’s too old for them. Zach is furious, confused and embarrassed, deciding that the only way to cope is to stop playing . . . and stop being friends with Poppy and Alice. ",Holly Black,19281
English,20800147,Hope to Die,4.14,"Detective Alex Cross is being stalked by a psychotic genius, forced to play the deadliest game of his career. Cross's family – his loving wife Bree, the wise and lively Nana Mama, and his precious children--have been ripped away. Terrified and desperate, Cross must give this mad man what he wants if he has any chance of saving the most important people in his life. The stakes have never been higher: What will Cross sacrifice to save the ones he loves?",James Patterson,17560
